species,family,movement_keyword,r_fin,kfin,geog_range,order,class,length,demers_pelag,diet_troph3,iucn_category,homerange,common_name,genus
Chaceon fenneri,Geryonidae,habitat_benthic,0.42,3995.209524,302500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaceon maritae,Geryonidae,habitat_benthic,0.42,30202.6381,1035000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaceon quinquedens,Geryonidae,habitat_benthic,0.42,8083.733083,250000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ginglymostoma cirratum,Ginglymostomatidae,habitat_reef,0.072183417,2984.175729,3287500,Orectolobiformes,Elasmobranchii,430,reef-associated,4.15,DD,NA,Nurse shark,Ginglymostoma
Aphia minuta,Gobiidae,habitat_coastal,1.70140334,40.81806963,2717500,Gobiiformes,Actinopteri,7.900000095,pelagic-neritic,5.35E-04,NA,NA,Transparent goby,Aphia
Gymnura altavela,Gymnuridae,habitat_benthic,0.329012817,84.8842312,5077500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachydeuterus auritus,Haemulidae,habitat_coastal,0.674190072,160285.9801,650000,Eupercaria/misc,Actinopteri,30,benthopelagic,5.23E-04,NT,NA,Bigeye grunt,Brachydeuterus
Conodon nobilis,Haemulidae,habitat_benthic,0.654886592,8375.276066,2602500,Eupercaria/misc,Actinopteri,33.59999847,demersal,3.61,LC,NA,Barred grunt,Conodon
Diagramma pictum,Haemulidae,habitat_reef,0.515127504,13.09966939,11305000,Eupercaria/misc,Actinopteri,100,reef-associated,3.7,NA,NA,Painted sweetlips,Diagramma
Isacia conceptionis,Haemulidae,habitat_coastal,0.654886592,12174.16282,300000,Eupercaria/misc,Actinopteri,60,benthopelagic,5.03E-04,LC,NA,Cabinza grunt,Isacia
Plectorhinchus gaterinus,Haemulidae,habitat_reef,0.44710991,674.6529054,2390000,Eupercaria/misc,Actinopteri,50,reef-associated,6.89E-04,NA,NA,Blackspotted rubberlip,Plectorhinchus
Plectorhinchus mediterraneus,Haemulidae,habitat_benthic,0.294570293,1699.859126,890000,Eupercaria/misc,Actinopteri,80,demersal,6.03E-04,DD,NA,Rubberlip grunt,Plectorhinchus
Plectorhinchus pictus,Haemulidae,habitat_reef,0.288603199,47.9135368,12412500,Eupercaria/misc,Actinopteri,83,reef-associated,3.85,NA,NA,Trout sweetlips,Plectorhinchus
Plectorhinchus schotaf,Haemulidae,habitat_reef,0.44710991,420.8092813,10495000,Eupercaria/misc,Actinopteri,80,reef-associated,3.633333333,NA,NA,Minstrel sweetlips,Plectorhinchus
Plectorhinchus sordidus,Haemulidae,habitat_reef,0.549660927,81.92687122,1287500,Eupercaria/misc,Actinopteri,60,reef-associated,6.89E-04,NA,NA,Sordid rubberlip,Plectorhinchus
Pomadasys argenteus,Haemulidae,habitat_coastal,0.805877969,7362.777276,10752500,Eupercaria/misc,Actinopteri,70,demersal,3.47,LC,NA,Silver grunt,Pomadasys
Pomadasys jubelini,Haemulidae,habitat_coastal,0.753408033,9092.602815,640000,Eupercaria/misc,Actinopteri,60,demersal,5.75E-04,LC,NA,Sompat grunt,Pomadasys
Pomadasys kaakan,Haemulidae,habitat_coastal,0.626947046,103598.7719,10845000,Eupercaria/misc,Actinopteri,80,reef-associated,5.98E-04,NA,NA,Javelin grunter,Pomadasys
Pomadasys stridens,Haemulidae,habitat_coastal,0.778971593,1056.79335,2142500,Eupercaria/misc,Actinopteri,20,reef-associated,6.94E-04,NA,NA,Striped piggy,Pomadasys
Haliotis rubra,Haliotidae,sedentary,0.57,34930.89123,462500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemiramphus balao,Hemiramphidae,pelagic,0.889101666,65.16240182,2820000,Beloniformes,Actinopteri,40,reef-associated,3.85,LC,NA,Balao halfbeak,Hemiramphus
Hemiramphus brasiliensis,Hemiramphidae,habitat_coastal,0.747224435,6751.508337,2202500,Beloniformes,Actinopteri,55,reef-associated,2.28,LC,NA,Ballyhoo halfbeak,Hemiramphus
Hexagrammos decagrammus,Hexagrammidae,habitat_reef,0.340852342,962.2935206,1112500,Perciformes/Cottoidei,Actinopteri,61,demersal,6.20E-04,NA,NA,Kelp greenling,Hexagrammos
Ophiodon elongatus,Hexagrammidae,migratory,0.142917331,146170.9286,722500,Perciformes/Cottoidei,Actinopteri,152,demersal,4.53,NA,0.001139,Lingcod,Ophiodon
Ophiodon elongatus,Hexagrammidae,migratory,0.142917331,146170.9286,722500,Perciformes/Cottoidei,Actinopteri,152,demersal,4.53,NA,0.00282,Lingcod,Ophiodon
Pleurogrammus azonus,Hexagrammidae,habitat_benthic,0.159533503,3626343.234,667500,Perciformes/Cottoidei,Actinopteri,62,demersal,3.38,NA,NA,Okhotsk atka mackerel,Pleurogrammus
Pleurogrammus monopterygius,Hexagrammidae,habitat_coastal,0.076601039,4019520.817,1715000,Perciformes/Cottoidei,Actinopteri,56.5,demersal,3.38,NA,NA,Atka mackerel,Pleurogrammus
Hexanchus griseus,Hexanchidae,deep,0.164192051,336.9225229,38262500,NA,NA,482,bathydemersal,4.48,NT,NA,Bluntnose sixgill shark,Hexanchus
Hexanchus griseus,Hexanchidae,deep,0.164192051,336.9225229,38262500,Hexanchiformes,Elasmobranchii,482,bathydemersal,4.48,NT,NA,Bluntnose sixgill shark,Hexanchus
Panopea generosa,Hiatellidae,sedentary,0.37,69436.85405,287500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Istiophorus albicans,Istiophoridae,hms,0.577528565,11818.70765,18742500,Carangiformes,Actinopteri,315,pelagic-oceanic,4.5,NA,NA,Atlantic sailfish,Istiophorus
Istiophorus platypterus,Istiophoridae,hms,0.466166849,229747.1649,194122500,Carangiformes,Actinopteri,348,pelagic-oceanic,4.5,LC,1894,Indo-Pacific sailfish,Istiophorus
Istiophorus platypterus,Istiophoridae,hms,0.466166849,229747.1649,194122500,Carangiformes,Actinopteri,348,pelagic-oceanic,4.5,LC,52099.5,Indo-Pacific sailfish,Istiophorus
Istiophorus platypterus,Istiophoridae,hms,0.466166849,229747.1649,194122500,Carangiformes,Actinopteri,348,pelagic-oceanic,4.5,LC,974000,Indo-Pacific sailfish,Istiophorus
Makaira nigricans,Istiophoridae,hms,0.267854308,407196.1454,191340000,Carangiformes,Actinopteri,500,pelagic-oceanic,4.49,VU,28773,Blue marlin,Makaira
Makaira nigricans,Istiophoridae,hms,0.267854308,407196.1454,191340000,Carangiformes,Actinopteri,500,pelagic-oceanic,4.49,VU,114012,Blue marlin,Makaira
Tetrapturus angustirostris,Istiophoridae,hms,0.48980251,422.4151485,156842500,Carangiformes,Actinopteri,230,pelagic-oceanic,7.77E-04,DD,NA,Shortbill spearfish,Tetrapturus
Tetrapturus belone,Istiophoridae,hms,0.48980251,36.2268458,2882500,Carangiformes,Actinopteri,240,pelagic-oceanic,7.51E-04,LC,NA,Mediterranean spearfish,Tetrapturus
Tetrapturus pfluegeri,Istiophoridae,hms,0.48980251,882.5026234,40682500,Carangiformes,Actinopteri,254,pelagic-oceanic,4.4,LC,NA,Longbill spearfish,Tetrapturus
Girella tricuspidata,Kyphosidae,habitat_coastal,0.177693385,9809.279051,545000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Labrus bergylta,Labridae,habitat_reef,0.2079384,832.7850932,872500,Eupercaria/misc,Actinopteri,65.90000153,reef-associated,3.2,LC,0.00402859,Ballan wrasse,Labrus
Labrus bergylta,Labridae,habitat_reef,0.2079384,832.7850932,872500,Eupercaria/misc,Actinopteri,65.90000153,reef-associated,3.2,LC,0.091,Ballan wrasse,Labrus
Labrus bergylta,Labridae,habitat_reef,0.2079384,832.7850932,872500,Eupercaria/misc,Actinopteri,65.90000153,reef-associated,3.2,LC,0.133,Ballan wrasse,Labrus
Tautoga onitis,Labridae,habitat_coastal,0.359313762,859.9392305,415000,Eupercaria/misc,Actinopteri,91,reef-associated,5.73E-04,VU,NA,Tautog,Tautoga
Tautogolabrus adspersus,Labridae,habitat_coastal,0.542139383,17.04358747,990000,Eupercaria/misc,Actinopteri,38,reef-associated,3.72,LC,NA,Cunner,Tautogolabrus
Lactarius lactarius,Lactariidae,habitat_coastal,0.894172771,71361.18439,10862500,Carangaria/misc,Actinopteri,40,pelagic-neritic,4.17,NA,NA,False trevally,Lactarius
Isurus oxyrinchus,Lamnidae,migratory,0.089718159,13438.87092,231972500,NA,NA,445,pelagic-oceanic,4.5,VU,NA,Shortfin mako,Isurus
Isurus oxyrinchus,Lamnidae,migratory,0.089718159,13438.87092,231972500,Lamniformes,Elasmobranchii,445,pelagic-oceanic,4.5,VU,NA,Shortfin mako,Isurus
Lamna nasus,Lamnidae,migratory,0.04407999,5256.276586,65807500,NA,NA,350,pelagic-oceanic,4.57,VU,NA,Porbeagle,Lamna
Lamna nasus,Lamnidae,migratory,0.04407999,5256.276586,65807500,Lamniformes,Elasmobranchii,350,pelagic-oceanic,4.57,VU,NA,Porbeagle,Lamna
Lampris guttatus,Lampridae,pelagic,0.605257327,2613.572655,271130000,Lampriformes,Actinopteri,200,bathypelagic,7.29E-04,LC,NA,Opah,Lampris
Lateolabrax japonicus,Lateolabracidae,habitat_reef,0.280379763,104691.8211,1177500,Acropomatiformes,Actinopteri,102,reef-associated,3.1,NA,NA,Japanese seabass,Lateolabrax
Lates calcarifer,Latidae,habitat_coastal,0.707443985,495833.8181,8162500,Carangaria/misc,Actinopteri,200,demersal,6.62E-04,NA,NA,Barramundi,Lates
Lethrinus atlanticus,Lethrinidae,habitat_reef,0.429583095,599.9491202,447500,Eupercaria/misc,Actinopteri,50,reef-associated,6.11E-04,LC,NA,Atlantic emperor,Lethrinus
Lethrinus borbonicus,Lethrinidae,habitat_reef,0.636246008,1859.123649,2240000,Eupercaria/misc,Actinopteri,40,reef-associated,5.99E-04,NA,NA,Snubnose emperor,Lethrinus
Lethrinus lentjan,Lethrinidae,habitat_reef,0.428074524,52998.41671,11545000,Eupercaria/misc,Actinopteri,52,reef-associated,3.94,LC,NA,Pink ear emperor,Lethrinus
Lethrinus mahsena,Lethrinidae,habitat_reef,0.322404193,3394.310692,2142500,Eupercaria/misc,Actinopteri,65,reef-associated,5.92E-04,NA,NA,Sky emperor,Lethrinus
